Compressor,Min Time,Max Time,Mean Time,Std Time
gzip,0.1847676000033971,0.35649830001057126,0.196903330199857,0.015218122194091415
zlib,0.18642330000875518,0.34033790000830777,0.20350802729974385,0.014402221253051121
bz2,0.4360324000008404,0.627429399988614,0.4690865560001112,0.022943341250797573
