LARGE_dtc_experiment_code_CONTROL_py_13_csv,LARGE_dtc_experiment_code_CONTROL_py_13_csv,0.03922
LARGE_dtc_experiment_code_CONTROL_py_14_csv,LARGE_dtc_experiment_code_CONTROL_py_14_csv,0.04040
LARGE_dtc_experiment_code_PROCESS_py_15_csv,LARGE_dtc_experiment_code_PROCESS_py_15_csv,0.04400
LARGE_dtc_experiment_code_CONTROL_py_12_csv,LARGE_dtc_experiment_code_CONTROL_py_12_csv,0.04523
LARGE_dtc_experiment_code_PROCESS_py_16_csv,LARGE_dtc_experiment_code_PROCESS_py_16_csv,0.04603
LARGE_dtc_experiment_code_PROCESS_py_12_csv,LARGE_dtc_experiment_code_PROCESS_py_12_csv,0.04633
LARGE_dtc_experiment_code_PROCESS_py_13_csv,LARGE_dtc_experiment_code_PROCESS_py_13_csv,0.04743
LARGE_dtc_experiment_code_CONTROL_py_11_csv,LARGE_dtc_experiment_code_CONTROL_py_11_csv,0.04762
LARGE_dtc_experiment_code_CONTROL_py_18_csv,LARGE_dtc_experiment_code_CONTROL_py_18_csv,0.04762
LARGE_dtc_experiment_code_PROCESS_py_14_csv,LARGE_dtc_experiment_code_PROCESS_py_14_csv,0.04959
LARGE_dtc_experiment_code_PROCESS_py_18_csv,LARGE_dtc_experiment_code_PROCESS_py_18_csv,0.04959
LARGE_dtc_experiment_code_CONTROL_py_16_csv,LARGE_dtc_experiment_code_CONTROL_py_16_csv,0.04975
LARGE_dtc_experiment_code_PROCESS_py_11_csv,LARGE_dtc_experiment_code_PROCESS_py_11_csv,0.04979
LARGE_dtc_experiment_code_CONTROL_py_17_csv,LARGE_dtc_experiment_code_CONTROL_py_17_csv,0.05025
LARGE_dtc_experiment_code_PROCESS_py_17_csv,LARGE_dtc_experiment_code_PROCESS_py_17_csv,0.05118
LARGE_dtc_experiment_code_CONTROL_py_15_csv,LARGE_dtc_experiment_code_CONTROL_py_15_csv,0.05181
LARGE_dtc_experiment_code_CONTROL_py_10_csv,LARGE_dtc_experiment_code_CONTROL_py_10_csv,0.05189
LARGE_dtc_experiment_code_PROCESS_py_0_csv,LARGE_dtc_experiment_code_PROCESS_py_0_csv,0.05469
LARGE_dtc_experiment_code_PROCESS_py_10_csv,LARGE_dtc_experiment_code_PROCESS_py_10_csv,0.05469
LARGE_dtc_experiment_code_CONTROL_py_0_csv,LARGE_dtc_experiment_code_CONTROL_py_0_csv,0.05532
LARGE_dtc_experiment_code_CONTROL_py_12_csv,LARGE_dtc_experiment_code_CONTROL_py_17_csv,0.86935
LARGE_dtc_experiment_code_CONTROL_py_17_csv,LARGE_dtc_experiment_code_CONTROL_py_12_csv,0.86935
LARGE_dtc_experiment_code_CONTROL_py_11_csv,LARGE_dtc_experiment_code_CONTROL_py_12_csv,0.87143
LARGE_dtc_experiment_code_CONTROL_py_12_csv,LARGE_dtc_experiment_code_CONTROL_py_11_csv,0.87143
LARGE_dtc_experiment_code_CONTROL_py_15_csv,LARGE_dtc_experiment_code_CONTROL_py_18_csv,0.88083
LARGE_dtc_experiment_code_CONTROL_py_18_csv,LARGE_dtc_experiment_code_CONTROL_py_15_csv,0.88083
LARGE_dtc_experiment_code_CONTROL_py_14_csv,LARGE_dtc_experiment_code_CONTROL_py_15_csv,0.88384
LARGE_dtc_experiment_code_CONTROL_py_14_csv,LARGE_dtc_experiment_code_CONTROL_py_18_csv,0.88384
LARGE_dtc_experiment_code_CONTROL_py_15_csv,LARGE_dtc_experiment_code_CONTROL_py_14_csv,0.88384
LARGE_dtc_experiment_code_CONTROL_py_18_csv,LARGE_dtc_experiment_code_CONTROL_py_14_csv,0.88384
LARGE_dtc_experiment_code_CONTROL_py_12_csv,LARGE_dtc_experiment_code_CONTROL_py_14_csv,0.88442
LARGE_dtc_experiment_code_CONTROL_py_12_csv,LARGE_dtc_experiment_code_CONTROL_py_15_csv,0.88442
LARGE_dtc_experiment_code_CONTROL_py_12_csv,LARGE_dtc_experiment_code_CONTROL_py_18_csv,0.88442
LARGE_dtc_experiment_code_CONTROL_py_14_csv,LARGE_dtc_experiment_code_CONTROL_py_12_csv,0.88442
LARGE_dtc_experiment_code_CONTROL_py_14_csv,LARGE_dtc_experiment_code_CONTROL_py_17_csv,0.88442
LARGE_dtc_experiment_code_CONTROL_py_15_csv,LARGE_dtc_experiment_code_CONTROL_py_12_csv,0.88442
LARGE_dtc_experiment_code_CONTROL_py_15_csv,LARGE_dtc_experiment_code_CONTROL_py_17_csv,0.88442
LARGE_dtc_experiment_code_CONTROL_py_17_csv,LARGE_dtc_experiment_code_CONTROL_py_14_csv,0.88442
LARGE_dtc_experiment_code_CONTROL_py_17_csv,LARGE_dtc_experiment_code_CONTROL_py_15_csv,0.88442
LARGE_dtc_experiment_code_CONTROL_py_17_csv,LARGE_dtc_experiment_code_CONTROL_py_18_csv,0.88442
LARGE_dtc_experiment_code_CONTROL_py_18_csv,LARGE_dtc_experiment_code_CONTROL_py_12_csv,0.88442
LARGE_dtc_experiment_code_CONTROL_py_18_csv,LARGE_dtc_experiment_code_CONTROL_py_17_csv,0.88442
LARGE_dtc_experiment_code_CONTROL_py_12_csv,LARGE_dtc_experiment_code_CONTROL_py_16_csv,0.88557
LARGE_dtc_experiment_code_CONTROL_py_14_csv,LARGE_dtc_experiment_code_CONTROL_py_16_csv,0.88557
LARGE_dtc_experiment_code_CONTROL_py_15_csv,LARGE_dtc_experiment_code_CONTROL_py_16_csv,0.88557
LARGE_dtc_experiment_code_CONTROL_py_16_csv,LARGE_dtc_experiment_code_CONTROL_py_12_csv,0.88557
LARGE_dtc_experiment_code_CONTROL_py_16_csv,LARGE_dtc_experiment_code_CONTROL_py_14_csv,0.88557
LARGE_dtc_experiment_code_CONTROL_py_16_csv,LARGE_dtc_experiment_code_CONTROL_py_15_csv,0.88557
LARGE_dtc_experiment_code_CONTROL_py_16_csv,LARGE_dtc_experiment_code_CONTROL_py_17_csv,0.88557
LARGE_dtc_experiment_code_CONTROL_py_16_csv,LARGE_dtc_experiment_code_CONTROL_py_18_csv,0.88557
LARGE_dtc_experiment_code_CONTROL_py_17_csv,LARGE_dtc_experiment_code_CONTROL_py_16_csv,0.88557
LARGE_dtc_experiment_code_CONTROL_py_18_csv,LARGE_dtc_experiment_code_CONTROL_py_16_csv,0.88557
LARGE_dtc_experiment_code_CONTROL_py_12_csv,LARGE_dtc_experiment_code_CONTROL_py_13_csv,0.88725
LARGE_dtc_experiment_code_CONTROL_py_13_csv,LARGE_dtc_experiment_code_CONTROL_py_12_csv,0.88725
LARGE_dtc_experiment_code_CONTROL_py_13_csv,LARGE_dtc_experiment_code_CONTROL_py_14_csv,0.88725
LARGE_dtc_experiment_code_CONTROL_py_13_csv,LARGE_dtc_experiment_code_CONTROL_py_15_csv,0.88725
